word,sentences,majority voted complexity label,complex_percentage,str_idx,end_idx
مردمانی,در کتاب بولتن نقد کتاب فرانسه شماره ۵۳۲ چاپ آوریل ۱۹۹۰ نقل شده‌است که: این مجموعه داستان‌ها در برگیرنده یک تنوع بزرگ ادبی است و در آن صحنه‌ها، شخصیت‌ها، حیوانات گرفته‌شده از زندگی روز مره آفریقای سیاه و همچنین محیط آن به تصویر کشیده شده‌است، در این جهان خلق‌شده، جادوگران، طلسم شدگان، شفادهندگان، نوابغ، روسای روستاها و مردمانی با وظایف از پیش تعیین‌شده همچون کشاورزان، شکارچیان و ماهیگیران به تصویر کشیده شده‌است.,0,20,320,326
توثیق,جمعی از علمای رجال از جمله ابن معین، ابن سعد، نسایی، طبری و ابن حبان او را توثیق کرده، و بخاری و مسلم حدیث او را صحیح دانسته‌اند.,0,40,75,79
پیش‌نمایش,همچنین     و خدمات    را بروزرسانی کرد و همچنین راهنمای پیش‌نمایش با جزئیات را ارائه داد.,0,20,56,64
تجدیدنظر,این حکم از سوی شعبه ۳۶ دادگاه تجدیدنظر استان تهران به دو سال حبس کاهش یافت.,1,100,30,37
مستعار,عنوان این داستان اشاره به پیراهن قهوه ای‌ها، نام مستعار داده‌شده به شبه نظامیان نازی، دارد.,1,80,49,54
مادون,موجود یازدهم که دهمین عقل پس از سبب اول است و عقل فعال نیز خوانده می‌شود از آنجا که افزون بر خود، همه عقول پیشین را تعقل می‌کند، چنان کثرتی می‌یابد که می‌تواند به خلق و تدبیر عالم مادون قمر بپردازد و منشا پیدایش موجودات گوناگون عالم محسوس گردد.,0,0,180,184
مشهود,گرچه در جزئیات متفاوتند، شباهت گونه ۱ با گونه ۰ کاملا مشهود است.,1,80,54,58
اقتصادسنجی,انجمن اقتصادسنجی در تاریخ ۲۹ دسامبر ۱۹۳۰ در هتل استالتون در کلیولند، اوهایو تاسیس شد.,0,20,6,15
مرشد,برف سیاه نام رمانی از میخائیل بولگاکف رمان‌نویس روس که به خاطر رمان برجسته مرشد و مارگاریتا معروف شد.,0,40,75,78
بزرگانی,اجداد وی از هر دو طرف پدری و مادری بزرگانی از گائونیم بودند.,0,0,35,41
اعماق,ما باید به اعماق چاه‌های اعتقاد بشری برسیم.,1,80,11,15
ناعادلانه,در نهایت با رویکرد صلح طلبی هرگونه جنگی اخلاقا ناعادلانه و نامشروع تلقی می‌شود.,0,40,47,55
موقعیت‌شناسی,او که از مادری ترک‌نژاد و کنیز به نام زمرد زاده شده بود، یکی از دوره‌های مهم در دوره چهارم خلافت را برعهده گرفت و آن را به بهترین شکل ممکن به انجام رسانید و توانست با استفاده از موقعیت‌شناسی خویش قدرت از دست رفته خلافت را تا حدود زیادی احیا کند.,1,60,178,189
چهارتایی,در سال ۲۰۱۱ اعلام شد که تعداد تیمهای به هشت تیم تغییر خواهد کرد؛ و در آغاز دوره سال ۲۰۱۴ ۸ تیم انتخاب‌شده به صورت رقابت‌های دوره‌ای در دو گروه چهارتایی با یکدیگر به رقابت می‌پردازند.,1,100,143,150
رکن,ساختار این رکن عالیترین نهاد اکواس می‌باشد، که در سال دوبار تشکیل جلسه می‌دهد؛ این مقام مسئولیت مدیریت کلی و نظارت بر سازمان را بر عهده دارد و از کلیه اختیارات ضروری برای تحقق اهداف اکواس برخوردار است.,1,60,11,13
به‌روز,کارت آزمون سیگنال، نسخه رنگی به‌روز شده از مونواسکوپ.,0,40,29,34
دیالوگ‌ها,این طرح‌ها شامل اهداف خاص، صحنه‌ها، تم‌ها و لحظات هیجانی فیلم بود اما در بر گیرنده کمترین دیالوگ‌ها بود.,1,80,90,98
قلوه‌سنگ,سنگی که به‌طور عمده از قلوه‌سنگ تشکیل شده‌است را کنگلومرا می‌نامند.,1,60,23,30
همخوان,برای چنین چیزی هم اجازه نمی‌دهند یک نفر خانم همخوانی کند و حتما باید دو همخوان خانم باشند و باید هم حتما قید شود همخوان خانم.,1,60,45,50
نیاکان,ای بوروندی ما، مرده‌ریگ پاک نیاکان ما،  تو شایسته آن دانسته شدی که بر خود فرمان رانی،  دلاوری تو همراه عزت است،  نغمه شکوه آزادی بازیافته را برخوان.,1,100,28,33
همانا,نگارنده این کتاب را به مناسبت هزارمین سال پایان یافتن سرایش شاهنامه فردوسی به حکیم ابوالقاسم فردوسی تقدیم داشته و اینگونه می‌سراید:  پژوهش بسی کردم و بررسی در این دانشی‌نامه پارسی چو تاریخ و فرهنگ ما مردم است همانا که شهنامه ی دوم است,0,0,209,213
واکسن,با استفاده   به عنوان یک واکسن ریشه‌کن شده‌است.,0,20,25,29
صرافی‌ها,بازرگانان درخواست‌های غیربانکی خود را برای تامین ارز در سامانه‌ی جامع تجارت ثبت می‌کنند سپس این درخواست به شکل خودکار به این سامانه منتقل می‌شود و سپس این درخواست برای صرافی‌ها قابل‌مشاهده می‌شود.,1,60,168,175
مناقشه,پروژه نیروگاه هسته‌ای فنووئیما یک پروژه مورد مناقشه است.,1,60,45,50
دگراندیش,تاتیان در حدود ۱۷۳ میلادی دگراندیش بدعت‌گذار شد.,0,40,26,33
سرود,پرچم، کت و شلوار و سرود نیز تغییر یافتند.,1,60,19,22
نامتقارن,این رشد، با این حال، درک عمیقتری از عقاید مخالف خود را تضمین نمی‌کند؛ در واقع، دانش استدلال به‌طور نامتقارن رشد می‌یابد.,1,80,99,106
اجماع,در خارج از مدرسه، فرهنگ‌های مختلف دارای هنجارهای متنوعی هستند که به بحث و گفتگو می‌پردازند؛ به عنوان مثال، تفاوت‌های فرهنگی به گستردگی که از اختلافات اجتماعی اجتناب می‌کنند و اجماع یا عقیده اکثریت ترجیح داده می‌شود.,0,0,175,179
کاذب,از جمله، وی، واژه آگورافوبیا را نخستین بار با مشاهده افرادی که در مکان‌های عمومی دچار ترس و اضطراب می‌شوند، ابداع کرد و همچنین توانست اسکلروز کاذب که امروزه به بیماری ویلسون شهرت دارد را در مراحل اولیه تشخیص دهد.,0,20,142,145
حارث,سلیمان پیشنهاد عبدالله بن یزید، فرماندار کوفه و زفر بن حارث کلابی، مبنی بر حمایت از او مشروط بر تاخیر انداختن قیام را نپذیرفت و به راه خود ادامه داد.,1,80,55,58
حشره‌شناس,پائولو ماگرتی   دوچرخه‌سوار، و حشره‌شناس اهل پادشاهی ایتالیا بود.,0,40,31,39
شفیق,سرود خانه من مانند سرود کشور من در عراق است که پس از سقوط رژیم صدام حسین در سال ۲۰۰۳ به تصویب رسید، و به جای سرود زمین رافدین اثر شفیق کمالی استفاده شد.,0,40,130,133
آزادی‌ها,تاریخچه حقوق مدنی و آزادی‌ها در ایران,1,60,20,27
کادرفنی,با این حال با رایزنی صورت گرفته مشکل اعضای کادرفنی و بازیکنان استقلال حل شد و آن‌ها به همراه سایر اعضای تیم به ترکیه سفر کردند.,0,0,43,49
پیش‌فصل,بازی‌های پیش‌فصل سوپر جام ایران استقلال به عنوان قهرمان جام حذفی باید در تاریخ ۲۹ تیر ۱۳۹۷ به مصاف تیم پرسپولیس می‌رفت.,0,20,9,15
بی‌طرف,شورای ملی، فتحعلی‌خان خویسکی عضو شورای ملی و دارای بینش سیاسی بی‌طرف را موظف تشکیل اولین کابینه دولت ساخت.,0,40,62,67
لشگرکشی,ارتش سرخ ۱۱ روسیه شوروی با بهره‌مندی از این شرایط مساعد سیاسی با نقض خشن و آشکارانه هنجارهای حقوق بین‌الملل، بر پایه برنامه از پیش تهیه‌شده تهاجم نظامی، ۲۷ ماه آوریل سال ۱۹۲۰ با لشگرکشی بر آذربایجان از مرزها عبور کرده و به سوی باکو به حرکت درآمد.,0,40,178,184
لژ,کلالوک کریک ۲۸۹  ۲۸۹  ساحل کلالوک لژ کلالوک کلالوک، واشینگتن  محدوده ثبت‌نشده است که تمامی آن در برگرفته پارک ملی المپیک در غرب شهرستان جفرسون درایالت واشینگتن، ایالات‌متحده آمریکا واقع است.,0,40,34,35
بصیرت,او همچنین در مسابقات یادواره تجلی بصیرت در بخش نمایشنامه‌خوانی، مقام اول را کسب کرد.,1,60,34,38
پانل‌های,معمولا برای این نوع آزمون‌ها، از پانل‌های بزرگ ۵۰ نفر یا بیشتر متشکل از کارکنان آموزش ندیده یا مردم عادی استفاده می‌شود.,1,60,33,40
